TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,478,0,0,0,1,4,1,487,12,0,1,6,13,"$20,408","$26,570",22,0,0,9,10,77%,82%,0,0,0,59%,0,0,46%
0,506,5,3,1,3,1,3,24,4,0,3,8,7,"$31,317","$33,593",8,0,0,4,5,93%,100%,0,0,0,88%,3,0,114%
0,547,0,0,0,4,1,4,78,4,0,7,10,6,"$20,392","$25,869",20,0,0,1,2,79%,74%,0,0,0,26%,0,0,167%
0,608,2,2,0,1,0,4,101,12,0,1,1,6,"$4,206","$4,666",8,0,0,3,4,90%,22%,3,0,4,67%,1,2,17%
0,611,1,1,0,2,1,8,260,16,0,0,2,3,"$7,660","$9,627",18,1,1,2,3,80%,35%,0,1,1,15%,1,1,67%
0,643,0,0,0,5,1,6,295,8,0,4,11,40,"$117,110","$251,082",57,0,0,9,12,47%,73%,0,0,0,65%,0,0,28%
0,645,0,0,0,0,,0,223,18,0,0,1,6,"$4,449","$4,982",13,0,0,2,4,89%,57%,3,0,5,43%,0,2,17%
0,714,0,0,0,3,2,7,345,2,2,2,4,6,"$45,825","$52,987",17,0,0,3,3,86%,52%,0,0,0,29%,0,0,67%
0,750,0,0,0,4,4,5,145,3,1,2,2,8,"$15,396","$26,018",16,4,1,2,3,59%,41%,0,2,7,36%,2,2,25%
0,777,0,0,0,3,1,3,222,22,0,0,1,10,"$3,127","$12,624",24,1,0,1,2,25%,62%,2,0,3,34%,0,1,10%
0,911,8,8,0,0,8,2,111,24,0,0,1,2,"$3,402","$8,948",5,0,0,0,0,38%,40%,0,0,0,40%,4,0,50%
0,1039,6,4,1,3,2,0,175,4,0,1,1,3,"$2,577","$2,602",13,2,2,3,3,99%,38%,0,3,6,19%,6,3,33%
0,1078,0,0,0,1,1,3,56,40,0,0,0,3,$716,"$2,532",5,0,0,0,0,28%,20%,3,1,4,60%,1,3,0%
0,1181,0,0,0,0,11,0,398,10,0,2,2,10,"$18,103","$22,163",18,0,0,6,6,82%,25%,3,0,2,50%,0,2,20%
0,1258,1,0,1,6,0,6,134,6,0,2,2,4,"$17,577","$19,442",8,8,2,3,3,90%,26%,0,2,8,21%,2,2,50%
0,1402,5,3,1,2,2,2,90,5,0,3,5,4,"$8,102","$9,450",11,0,0,3,3,86%,53%,3,0,0,24%,0,0,125%
0,1419,0,0,0,5,1,5,185,10,0,1,1,14,"$43,929","$65,197",29,0,0,5,6,67%,69%,2,0,1,48%,0,1,7%
0,1437,0,0,0,3,1,0,168,2,1,1,2,8,"$24,269","$43,783",16,0,0,1,5,55%,50%,0,0,0,44%,0,0,25%
0,1482,0,0,0,3,1,0,284,2,1,3,5,6,"$16,173","$32,884",18,1,0,3,3,49%,33%,0,1,1,25%,1,1,83%
0,1498,5,3,0,4,4,2,90,3,1,4,4,5,"$38,892","$40,752",8,0,0,5,5,95%,56%,0,0,0,56%,1,0,80%
0,1547,0,0,0,0,8,0,32,32,0,0,0,2,"$2,600","$2,600",1,1,1,1,1,100%,50%,0,1,1,100%,1,1,0%
0,1548,7,0,1,0,7,1,317,6,0,1,3,8,"$21,476","$27,826",15,4,1,3,4,77%,55%,0,1,4,40%,3,1,38%
0,1549,0,0,0,0,,0,218,27,0,0,0,3,"$4,109","$6,000",9,0,0,1,1,68%,78%,0,0,0,33%,0,0,0%
0,1559,0,0,0,2,1,1,133,19,0,0,2,4,"$40,549","$48,039",10,0,0,3,3,84%,50%,0,0,0,40%,0,0,50%
0,1827,2,0,0,5,1,0,128,15,0,0,1,2,"$6,014","$9,552",12,0,0,1,2,63%,8%,2,1,3,17%,3,2,50%
0,1864,0,0,0,5,1,3,204,18,0,0,5,15,"$78,544","$117,116",21,0,0,7,9,67%,50%,3,0,1,68%,0,0,33%
0,1890,3,2,0,5,1,6,135,3,1,2,4,4,"$5,756","$9,199",8,0,0,1,1,63%,60%,0,0,1,40%,0,0,100%
0,1927,0,0,0,6,1,8,62,6,0,2,2,8,"$9,065","$13,979",13,0,0,2,2,65%,77%,0,0,0,62%,0,0,25%
0,1954,3,2,0,21,0,24,181,3,1,2,5,8,"$7,623","$14,864",17,0,0,2,3,51%,50%,2,0,1,40%,2,1,63%
0,2033,0,0,0,3,5,1,84,2,1,3,5,12,"$23,624","$45,792",19,0,0,4,5,52%,75%,0,0,0,60%,0,0,42%
0,2039,1,0,1,0,10,0,239,8,0,3,4,6,"$56,740","$62,203",16,2,1,3,3,91%,48%,0,1,3,29%,1,1,67%
0,2078,3,0,0,5,1,7,116,14,0,0,1,4,$187,"$1,113",9,3,3,0,0,17%,50%,0,3,7,33%,3,3,25%
0,2102,0,0,0,0,15,0,138,27,0,0,0,8,$15,"$7,770",16,3,1,0,0,0%,27%,3,5,8,36%,5,8,0%
0,2137,2,2,0,5,1,5,83,1,1,1,2,2,$986,"$1,256",3,1,0,1,2,79%,33%,0,0,1,33%,2,0,100%
0,2147,0,0,0,0,,0,51,8,0,2,2,11,"$22,245","$43,039",15,0,0,6,7,52%,88%,0,0,0,69%,0,0,18%
0,2156,0,0,0,3,1,1,314,14,0,0,3,3,"$7,582","$17,098",7,1,0,0,0,44%,30%,2,0,1,30%,0,1,100%
0,2176,0,0,0,2,2,4,20,5,0,2,3,2,$863,"$1,000",2,0,0,2,2,86%,67%,0,0,0,67%,0,0,150%
0,2201,1,1,0,1,2,3,82,6,0,1,1,3,"$2,979","$2,979",3,1,1,1,1,100%,50%,0,1,2,75%,2,1,33%
0,2304,0,0,0,1,6,3,414,4,0,1,2,13,"$28,100","$59,928",22,0,0,7,8,47%,65%,2,0,4,57%,0,1,15%
0,2405,0,0,0,4,1,1,375,6,0,2,7,11,"$30,102","$32,257",12,0,0,8,8,93%,85%,0,0,0,85%,0,0,64%
0,2456,0,0,0,2,1,3,330,4,0,1,4,21,"$60,393","$100,435",42,0,0,7,13,60%,56%,2,0,1,44%,0,1,19%
0,2485,0,0,0,2,1,7,129,6,0,3,7,11,"$32,933","$44,135",22,0,0,4,6,75%,83%,0,0,1,48%,0,0,64%
0,2491,0,0,0,0,8,0,13,13,0,0,1,1,$913,$924,1,0,0,1,1,99%,100%,0,0,0,100%,0,0,100%
0,2534,0,0,0,2,1,1,103,4,0,5,6,6,"$27,102","$32,985",8,0,0,4,4,82%,88%,0,0,0,75%,0,0,100%
0,2539,4,2,1,2,1,5,380,29,0,0,0,2,$921,"$1,250",6,9,0,0,1,74%,13%,0,0,10,13%,2,0,0%
0,2615,0,0,0,2,0,1,290,3,1,1,2,5,"$5,307","$25,626",5,0,0,1,1,21%,67%,0,0,0,83%,0,0,40%
0,2647,0,0,0,0,7,1,201,13,0,0,6,7,"$44,456","$49,825",16,0,0,5,5,89%,69%,0,0,0,44%,0,0,86%
0,2678,0,0,0,4,1,0,188,17,0,0,3,14,"$30,021","$46,475",19,1,1,6,8,65%,63%,0,1,1,58%,1,1,21%
0,2687,0,0,0,4,1,6,100,4,0,2,4,5,"$2,524","$2,997",9,0,0,2,3,84%,60%,0,0,0,50%,0,0,80%
0,2755,1,0,1,2,3,4,187,5,0,1,1,10,"$20,936","$40,688",14,13,0,5,5,51%,36%,0,0,13,36%,0,0,10%
0,2782,0,0,0,0,8,2,98,11,0,1,2,7,"$3,814","$6,431",13,1,0,3,5,59%,64%,0,0,1,50%,0,0,29%
0,2799,1,1,0,0,17,0,85,2,1,1,1,3,$587,"$1,102",3,3,1,1,1,53%,13%,0,2,5,38%,2,2,33%
0,2828,1,0,0,1,1,0,169,1,1,1,2,10,"$14,690","$46,727",14,0,0,0,1,31%,50%,3,0,3,63%,0,2,20%
0,2831,1,0,1,2,3,3,28,3,2,3,8,7,"$39,971","$43,295",10,0,0,5,5,92%,91%,0,0,0,64%,0,0,114%
0,2885,0,0,0,2,3,0,205,4,0,3,3,13,"$57,088","$69,893",21,0,0,7,11,82%,68%,0,0,1,59%,0,0,23%
0,2986,4,4,0,5,1,12,148,6,0,2,3,7,"$7,669","$10,219",18,1,0,3,3,75%,45%,2,2,10,32%,2,3,43%
0,3053,0,0,0,2,2,1,201,9,0,1,2,7,"$23,879","$46,223",15,0,0,2,3,52%,63%,0,0,0,44%,0,0,29%
0,3097,0,0,0,2,1,0,95,3,1,4,5,13,"$36,007","$55,804",15,1,0,5,7,65%,61%,0,1,1,57%,1,1,38%
0,3140,2,0,1,2,2,1,129,5,0,5,7,13,"$23,210","$25,638",21,2,1,9,10,91%,63%,0,1,2,54%,1,1,54%
0,3246,0,0,0,4,1,4,113,2,1,8,11,16,"$31,457","$48,222",26,0,0,3,5,65%,59%,0,0,1,55%,0,0,69%
0,3373,4,3,1,2,0,3,250,87,0,0,0,3,$128,"$5,128",3,2,2,1,1,3%,40%,0,2,4,60%,3,2,0%
0,3390,5,4,0,2,1,4,117,7,0,2,5,4,"$15,401","$16,445",17,1,0,1,2,94%,30%,1,2,5,20%,6,2,125%
0,3438,0,0,0,3,1,0,52,3,1,3,6,9,"$6,576","$7,095",8,0,0,6,6,93%,89%,0,0,0,100%,0,0,67%
0,3612,8,3,1,10,1,18,81,3,2,7,12,9,"$13,361","$13,449",18,0,0,5,5,99%,65%,0,0,0,45%,0,0,133%
0,3637,0,0,0,0,15,1,304,4,0,1,4,9,"$25,577","$37,193",19,0,0,4,5,69%,55%,0,0,0,45%,0,0,44%
0,3638,0,0,0,0,10,2,283,2,2,8,9,18,"$26,800","$69,001",26,0,0,1,1,39%,66%,3,0,0,62%,0,0,50%
0,3700,7,5,0,3,1,3,27,26,0,0,0,1,"$6,911","$9,670",1,1,1,0,1,71%,0%,2,1,2,50%,4,2,0%
0,3766,0,0,0,5,0,9,91,4,0,5,7,4,"$3,490","$3,917",20,0,0,4,4,89%,57%,0,0,0,19%,0,0,175%
0,3813,0,0,0,0,,0,232,8,0,1,3,7,"$1,891","$4,704",6,0,0,1,3,40%,71%,0,0,0,100%,0,0,43%
0,3881,5,0,0,2,1,1,121,8,0,1,1,5,"$17,617","$41,278",8,0,0,2,3,43%,40%,0,0,4,50%,0,0,20%
0,3891,7,5,0,3,1,1,129,33,0,0,0,2,"$1,699","$1,714",6,7,3,2,2,99%,8%,0,7,12,15%,10,7,0%
0,3944,0,0,0,1,4,7,334,4,0,1,4,5,"$15,067","$18,627",8,4,3,3,3,81%,20%,3,4,6,33%,4,5,80%
0,3961,4,2,0,2,0,2,339,1,2,4,6,6,"$16,719","$20,837",20,2,1,2,3,80%,38%,0,1,4,25%,1,1,100%
0,4049,0,0,0,5,1,0,44,2,1,2,15,17,"$45,865","$85,747",19,0,0,5,7,53%,78%,0,0,0,74%,0,0,88%
0,4071,6,0,0,2,0,1,210,30,0,0,0,7,"$4,469","$7,879",11,0,0,2,3,57%,75%,0,0,0,58%,0,0,0%
0,4114,3,2,0,6,1,2,98,15,0,0,1,6,"$17,344","$42,813",9,1,0,3,3,41%,64%,2,0,1,55%,2,1,17%
0,4207,0,0,0,3,1,4,22,3,1,2,3,3,"$11,668","$19,507",2,1,0,1,2,60%,50%,0,0,0,75%,0,0,100%
0,4227,0,0,0,0,8,2,51,8,0,2,3,4,"$1,180","$2,049",9,0,0,1,3,58%,70%,0,0,0,40%,0,0,75%
0,4284,0,0,0,2,0,1,115,2,2,3,11,8,"$24,697","$27,934",24,0,0,4,5,88%,59%,2,0,1,28%,0,1,138%
0,4296,2,1,1,8,1,3,107,8,0,4,5,12,"$35,444","$36,088",14,0,0,9,9,98%,65%,1,0,0,71%,1,0,42%
0,4322,0,0,0,0,,0,225,4,0,2,3,14,"$33,070","$58,204",22,0,0,4,4,57%,83%,0,0,0,61%,0,0,21%
0,4323,0,0,0,0,,0,372,10,0,1,2,17,"$69,212","$115,197",26,0,0,4,7,60%,67%,0,0,0,63%,0,0,12%
0,4426,9,5,0,0,11,0,98,53,0,0,0,1,$0,$0,3,2,0,0,0,0%,20%,0,0,2,20%,4,0,0%
0,4453,0,0,0,6,0,8,254,7,0,1,5,24,"$32,214","$109,646",30,0,0,3,4,29%,78%,0,0,0,75%,0,0,21%
0,4458,0,0,0,2,3,2,230,3,1,4,5,19,"$28,279","$68,717",27,0,0,2,7,41%,63%,2,0,1,63%,0,1,26%
0,4506,0,0,0,3,1,1,104,3,1,3,10,9,"$19,768","$25,494",13,0,0,4,8,78%,75%,0,0,1,56%,0,0,111%
0,4573,0,0,0,2,1,4,270,3,1,2,4,7,"$20,200","$27,703",13,0,0,2,3,73%,71%,0,1,5,50%,1,1,57%
0,4599,0,0,0,0,,0,277,9,0,1,1,11,"$22,916","$41,505",14,0,0,2,5,55%,73%,0,0,0,73%,0,0,9%
0,4626,3,2,1,9,2,6,285,2,2,5,6,9,"$13,541","$19,123",12,7,1,4,5,71%,33%,0,1,8,43%,2,1,67%
0,4693,2,1,0,7,2,1,226,5,0,1,4,6,"$11,493","$11,987",13,1,1,3,4,96%,27%,3,1,2,40%,3,2,67%
0,4720,1,1,0,1,3,1,90,45,0,0,0,0,$0,$0,7,0,0,,,0%,14%,0,0,1,0%,1,0,0%
0,4806,0,0,0,7,1,2,152,2,1,2,4,4,"$7,049","$7,911",9,1,1,2,3,89%,31%,0,1,3,31%,1,1,100%
0,4812,1,0,1,5,1,3,183,3,3,8,8,13,"$51,614","$70,106",27,0,0,7,8,74%,61%,0,0,0,46%,0,0,62%
0,4973,1,0,1,2,1,0,187,19,0,0,1,3,"$2,370","$2,998",5,5,2,1,2,79%,20%,0,3,6,30%,3,3,33%
0,5056,3,1,0,5,1,4,246,2,1,1,1,2,$149,$149,3,2,0,1,1,100%,14%,2,0,4,29%,1,1,50%
0,5222,0,0,0,0,11,1,185,11,0,1,4,11,"$16,167","$69,969",20,0,0,0,2,23%,75%,0,0,1,55%,0,0,36%
0,5311,0,0,0,5,1,2,156,10,0,2,8,20,"$10,641","$55,166",28,0,0,1,1,19%,89%,0,0,2,71%,0,0,40%
0,5450,0,0,0,1,0,0,109,12,0,1,6,11,"$25,817","$51,304",20,0,0,3,4,50%,59%,0,0,0,50%,0,0,55%
0,5483,0,0,0,1,1,2,280,17,0,0,2,18,"$68,634","$95,766",33,0,0,6,8,72%,73%,0,0,1,55%,0,0,11%
0,5495,1,0,0,0,,0,251,5,0,2,3,6,"$50,305","$73,498",11,4,3,3,4,68%,53%,0,3,7,40%,3,3,50%
0,5570,7,5,1,2,1,0,138,15,0,0,3,4,"$14,505","$23,518",7,1,0,0,1,62%,67%,0,0,2,44%,5,0,75%
0,5621,0,0,0,2,0,2,231,4,0,1,1,1,$851,$890,6,0,0,1,1,96%,29%,0,0,2,14%,0,0,100%
0,5639,0,0,0,4,0,1,148,5,0,3,4,13,"$15,456","$18,561",17,6,5,3,3,83%,39%,3,7,10,57%,7,8,31%
0,5682,5,5,0,2,1,5,114,5,0,2,2,3,"$7,852","$9,221",4,0,0,2,2,85%,75%,0,0,0,75%,3,0,67%
0,5723,0,0,0,1,1,2,162,5,0,1,3,6,"$23,139","$43,352",9,0,0,3,3,53%,64%,0,0,1,55%,0,0,50%
0,5739,2,0,0,4,2,3,151,5,0,3,4,13,"$42,981","$52,684",24,1,1,8,9,82%,37%,3,1,6,48%,1,1,31%
0,5749,0,0,0,4,1,11,258,5,0,4,7,6,"$14,164","$15,874",23,0,0,4,4,89%,50%,0,0,1,25%,0,0,117%
0,5808,3,3,0,0,11,1,295,10,0,1,1,3,$903,"$1,004",5,1,1,1,1,90%,33%,2,1,2,50%,3,2,33%
0,5893,2,0,0,2,2,5,165,10,0,1,5,10,"$4,664","$15,497",17,0,0,0,2,30%,57%,3,0,3,48%,1,0,50%
0,5924,0,0,0,1,0,3,116,7,0,1,3,5,"$18,696","$21,509",8,0,0,2,2,87%,40%,0,1,4,50%,1,1,60%
0,5971,0,0,0,2,4,1,121,13,0,0,4,7,"$26,115","$39,464",19,2,0,3,4,66%,38%,3,0,7,33%,0,0,57%
0,5981,1,0,0,0,,0,228,77,0,0,0,1,$509,"$2,300",5,0,0,0,0,22%,17%,0,0,0,17%,0,0,0%
0,6056,1,0,1,1,5,2,178,19,0,0,1,5,"$17,874","$24,691",9,12,1,2,3,72%,36%,0,1,13,23%,1,1,20%
0,6088,3,3,0,6,1,2,63,8,0,2,4,6,"$20,248","$27,636",11,0,0,3,3,73%,67%,0,0,0,50%,1,0,67%
0,6160,1,0,0,0,13,1,122,16,0,0,2,7,"$6,929","$24,076",10,0,0,3,4,29%,83%,0,0,0,58%,0,0,29%
0,6204,1,0,0,0,9,1,193,56,0,0,0,1,$0,$0,1,1,1,,,0%,0%,1,1,2,20%,1,1,0%
0,6227,0,0,0,3,2,1,352,2,1,5,6,16,"$21,883","$56,866",24,0,0,3,4,38%,59%,0,0,0,59%,0,0,38%
0,6234,0,0,0,3,1,1,237,4,0,2,3,7,"$30,625","$36,417",5,1,1,5,6,84%,44%,1,1,1,78%,1,1,43%
0,6269,2,1,1,5,1,3,495,3,1,1,2,5,"$3,363","$4,561",9,12,5,2,2,74%,8%,0,6,13,21%,6,6,40%
0,6275,1,1,0,1,1,0,200,12,0,1,4,6,"$8,821","$9,987",11,0,0,4,4,88%,50%,3,0,3,50%,1,0,67%
0,6376,0,0,0,4,2,3,167,5,0,2,8,10,"$53,343","$59,851",22,0,0,8,8,89%,38%,3,0,0,38%,0,0,80%
0,6380,0,0,0,1,1,2,124,2,1,2,4,10,"$8,388","$14,898",23,3,1,3,4,56%,34%,1,1,7,34%,1,1,40%
0,6425,2,0,1,2,0,5,198,11,0,1,5,3,"$14,726","$20,226",14,1,0,2,3,73%,59%,0,0,1,18%,0,0,167%
0,6543,1,0,0,0,13,3,234,12,0,1,2,10,"$24,517","$41,285",28,0,0,5,6,59%,72%,0,1,2,34%,2,1,20%
0,6677,2,2,0,2,0,15,132,8,0,3,7,16,"$42,597","$72,970",22,0,0,6,8,58%,61%,0,0,0,57%,1,0,44%
0,6685,5,2,1,1,2,0,124,2,1,3,6,9,"$54,425","$59,421",12,15,7,5,5,92%,34%,0,7,16,31%,8,7,67%
0,6754,0,0,0,6,1,9,94,15,0,0,5,6,$418,"$21,018",14,0,0,0,0,2%,86%,0,0,0,43%,0,0,83%
0,6783,1,1,0,0,14,1,6,6,0,1,1,1,"$1,612","$5,000",1,0,0,0,0,32%,100%,0,0,0,100%,0,0,100%
0,6795,1,1,0,3,4,0,199,4,0,3,8,22,"$35,116","$48,813",37,0,0,6,8,72%,56%,3,0,1,54%,1,1,36%
0,6815,2,0,1,2,1,3,124,65,0,0,0,1,$0,$668,1,3,1,,,0%,20%,0,1,3,20%,3,1,0%
0,6819,0,0,0,1,2,0,119,8,0,5,8,18,"$43,932","$64,819",30,0,0,8,10,68%,67%,0,0,1,55%,0,0,44%
0,6840,0,0,0,0,18,0,20,8,0,1,6,6,"$7,062","$11,606",6,0,0,3,3,61%,100%,0,0,0,100%,0,0,100%
0,6843,0,0,0,2,1,2,256,5,0,2,5,18,"$46,211","$62,197",31,0,0,7,8,74%,67%,0,0,2,55%,0,0,28%
0,6872,0,0,0,1,2,3,205,1,3,7,13,15,"$18,956","$30,727",17,0,0,7,8,62%,61%,0,0,1,65%,0,0,87%
0,6902,0,0,0,0,7,1,147,7,0,3,12,11,"$8,754","$21,073",19,1,0,1,1,42%,78%,0,0,1,48%,0,0,109%
0,6955,1,1,0,15,1,6,322,11,0,1,2,8,"$8,059","$33,774",20,0,0,1,2,24%,71%,0,1,1,38%,2,1,25%
0,7006,0,0,0,0,,0,221,20,0,0,1,3,"$7,462","$8,290",3,0,0,2,2,90%,100%,0,0,0,100%,0,0,33%
0,7142,2,2,0,9,1,7,148,2,1,2,3,13,"$35,712","$43,749",17,0,0,5,5,82%,79%,0,0,0,68%,2,0,23%
0,7155,1,0,0,0,22,1,152,4,0,1,2,1,$24,$49,8,1,1,0,0,49%,60%,0,1,6,10%,1,1,200%
0,7204,1,1,0,4,0,3,214,20,0,0,1,4,"$18,547","$21,431",8,4,1,3,3,87%,25%,1,2,6,33%,2,2,25%
0,7214,0,0,0,0,18,1,241,17,0,0,2,5,"$2,887","$4,011",9,0,0,3,3,72%,33%,2,1,3,56%,1,2,40%
0,7232,0,0,0,2,1,7,158,4,0,7,7,13,"$21,588","$52,007",23,0,0,2,2,42%,62%,0,0,0,50%,0,0,54%
0,7260,0,0,0,4,0,2,303,35,0,0,0,4,$0,"$5,334",8,1,1,,,0%,55%,0,1,1,36%,1,1,0%
0,7278,0,0,0,1,0,0,246,4,0,2,3,13,"$9,013","$18,852",20,0,0,4,4,48%,54%,1,1,2,54%,1,1,23%
0,7331,0,0,0,3,0,6,142,13,0,0,1,1,$0,$0,2,1,0,0,0,0%,67%,0,0,1,33%,0,0,100%
0,7342,0,0,0,0,,0,240,12,0,3,7,9,"$33,724","$55,877",15,0,0,3,4,60%,78%,0,0,1,50%,0,0,78%
0,7410,0,0,0,5,1,8,218,4,0,2,4,9,"$22,196","$22,874",18,0,0,7,7,97%,74%,0,0,0,47%,0,0,44%
0,7463,1,0,1,7,1,2,302,4,0,2,4,12,"$11,100","$29,317",23,15,1,5,8,38%,29%,3,1,18,32%,1,3,33%
0,7527,2,0,1,1,5,1,101,35,0,0,0,4,"$6,651","$7,302",1,7,4,2,2,91%,0%,2,4,8,44%,4,5,0%
0,7583,2,0,0,4,1,3,180,12,0,1,2,12,"$33,783","$40,285",16,0,0,6,7,84%,74%,0,0,1,63%,0,0,17%
0,7597,0,0,0,1,1,1,108,2,1,2,3,7,"$8,342","$42,775",15,0,0,1,1,20%,71%,0,0,0,41%,0,0,43%
0,7681,0,0,0,0,9,0,143,5,0,2,4,9,"$15,720","$34,135",24,0,0,3,3,46%,50%,1,0,0,35%,0,0,44%
0,7709,0,0,0,1,5,0,190,5,0,2,2,9,"$36,227","$63,107",15,0,0,2,3,57%,60%,0,0,0,60%,0,0,22%
0,7742,0,0,0,1,0,1,223,18,0,0,1,9,"$30,725","$38,640",14,0,0,5,6,80%,71%,0,0,0,64%,0,0,11%
0,7792,2,1,1,5,0,5,142,18,0,0,2,3,"$24,060","$32,430",8,0,0,0,2,74%,38%,0,2,2,38%,2,2,67%
0,7841,0,0,0,4,1,0,119,2,1,6,10,25,"$2,280","$156,206",31,0,0,0,0,1%,61%,0,0,0,61%,0,0,40%
0,7961,1,1,0,0,24,0,213,9,0,1,3,7,"$12,113","$19,557",18,0,0,1,1,62%,53%,0,0,0,37%,0,0,43%
0,7975,1,1,0,6,1,13,291,12,0,1,4,3,"$35,714","$56,734",9,0,0,0,3,63%,60%,0,0,1,30%,1,0,133%
0,7998,5,1,0,0,22,1,130,22,0,0,1,2,$0,$0,5,3,1,0,0,0%,25%,0,1,4,25%,1,1,50%
0,8082,4,1,1,1,0,3,188,28,0,0,0,1,$327,"$1,600",1,0,0,0,0,20%,50%,0,0,0,50%,1,0,0%
0,8122,0,0,0,0,7,1,13,9,0,1,2,2,$575,$470,2,0,0,1,1,122%,100%,0,0,0,100%,0,0,100%
0,8168,0,0,0,1,2,0,471,12,0,1,1,11,"$35,520","$42,258",14,0,0,6,6,84%,71%,0,0,0,65%,0,0,9%
0,8312,3,0,0,7,1,11,225,8,0,1,1,2,$125,$125,2,3,1,1,1,100%,40%,0,1,3,40%,1,1,50%
0,8366,1,1,0,2,1,1,188,7,0,1,1,7,"$8,269","$11,012",7,3,2,2,2,75%,40%,0,5,5,70%,5,5,14%
0,8435,0,0,0,4,1,2,53,6,0,2,5,6,"$6,903","$9,862",6,0,0,2,3,70%,100%,0,0,0,100%,0,0,83%
0,8573,1,0,0,5,1,7,132,2,1,3,5,9,"$44,091","$56,088",12,0,0,2,3,79%,64%,0,0,0,64%,0,0,56%
0,8583,0,0,0,2,0,1,248,5,0,2,8,13,"$24,558","$59,247",24,0,0,3,3,41%,68%,0,0,0,52%,0,0,62%
0,8599,0,0,0,0,,0,188,12,0,1,2,5,"$14,809","$18,617",11,2,2,1,1,80%,57%,1,3,8,36%,3,3,40%
0,8603,4,1,1,1,6,0,158,10,0,1,3,2,$59,$252,4,6,1,0,0,23%,27%,0,1,6,18%,2,1,150%
0,8609,1,1,0,1,1,2,175,2,1,4,5,13,"$25,495","$45,958",32,0,0,5,7,55%,32%,2,0,1,35%,1,1,38%
0,8625,0,0,0,4,0,5,178,5,0,2,7,12,"$63,070","$94,509",24,0,0,3,6,67%,69%,0,0,0,46%,0,0,58%
0,8636,1,1,0,4,1,5,203,14,0,0,3,3,"$13,932","$17,075",9,0,0,1,2,82%,78%,0,0,1,33%,0,0,100%
0,8639,1,1,0,2,1,2,154,13,0,0,3,10,"$37,006","$53,432",12,0,0,4,5,69%,83%,0,0,0,83%,1,0,30%
0,8691,3,0,1,3,2,2,9,9,0,1,1,1,$189,$350,1,0,0,0,1,54%,100%,0,0,0,100%,0,0,100%
0,8731,1,0,1,2,0,2,111,3,1,3,5,9,"$26,285","$41,014",14,9,8,7,7,64%,24%,3,8,10,36%,8,8,56%
0,8946,1,1,0,0,,0,179,2,2,4,5,14,"$69,344","$123,934",30,0,0,5,7,56%,47%,1,0,0,44%,1,0,36%
0,8956,0,0,0,0,10,0,177,31,0,0,0,5,"$6,459","$17,366",8,1,1,1,1,37%,67%,0,1,1,56%,1,1,0%
0,8975,1,1,0,2,1,1,184,3,1,2,3,6,"$28,563","$31,040",10,0,0,1,1,92%,55%,0,0,1,55%,1,0,50%
0,9070,0,0,0,0,10,0,162,5,0,1,2,12,"$45,638","$58,520",21,0,0,6,8,78%,64%,0,0,0,55%,0,0,17%
0,9071,0,0,0,4,0,7,328,7,0,1,6,26,"$82,949","$96,742",36,0,0,14,16,86%,77%,0,0,0,67%,0,0,23%
0,9121,0,0,0,5,1,4,110,1,3,6,11,26,"$63,862","$104,058",32,0,0,10,13,61%,70%,0,0,0,70%,0,0,42%
0,9192,0,0,0,5,1,4,189,4,0,6,11,9,"$39,287","$67,385",22,0,0,4,5,58%,53%,0,0,0,30%,0,0,122%
0,9203,1,0,1,0,20,0,777,16,0,0,2,11,"$3,351","$7,185",13,4,2,4,5,47%,11%,3,7,14,61%,7,10,18%
0,9221,1,1,0,0,13,1,300,3,1,5,7,16,"$29,905","$52,873",29,0,0,4,5,57%,60%,0,0,1,53%,1,0,44%
0,9380,0,0,0,1,1,0,117,21,0,0,2,10,"$23,715","$47,872",15,0,0,2,3,50%,71%,0,0,0,59%,0,0,20%
0,9387,1,0,1,8,1,6,128,3,1,5,6,7,"$11,632","$23,581",13,1,1,2,3,49%,60%,0,2,2,47%,2,2,86%
0,9415,0,0,0,0,,0,64,3,1,4,5,5,"$18,115","$21,972",5,0,0,2,3,82%,83%,0,0,0,83%,0,0,100%
0,9421,0,0,0,2,1,4,143,1,1,3,6,12,"$38,852","$48,047",25,0,0,7,7,81%,46%,0,0,1,43%,0,0,50%
0,9515,1,1,0,4,1,0,105,16,0,0,3,13,"$30,868","$41,235",19,0,0,6,8,75%,70%,0,0,0,65%,0,0,23%
0,9578,0,0,0,2,0,3,318,7,0,1,1,7,"$20,596","$27,027",11,0,0,3,3,76%,73%,0,0,0,64%,0,0,14%
0,9637,1,0,0,0,7,1,46,2,1,2,3,7,"$10,703","$14,050",9,1,0,3,5,76%,82%,0,1,1,64%,1,1,43%
0,9695,0,0,0,1,1,1,169,56,0,0,0,3,"$8,532","$12,934",12,0,0,1,1,66%,46%,0,0,0,23%,0,0,0%
